Submission ID,Track,Keywords,Contributions,Languages
4557,NLP Applications,knowledge graphs,nlp engineering experiment,
4558,Information Extraction,event extraction,nlp engineering experiment|approaches for low-resource settings,
4559,Large Language Models,interpretability/analysis|robustness|fine-tuning,nlp engineering experiment|model analysis & interpretability,
4565,Resources and Evaluation,language resources|nlp datasets,nlp engineering experiment|data resources,
4570,NLP Applications,,nlp engineering experiment|model analysis & interpretability,
4577,Resources and Evaluation,corpus creation|nlp datasets,model analysis & interpretability|data resources,
4581,Resources and Evaluation,evaluation methodologies|evaluation,data analysis,
4582,Ethics and NLP,model bias/fairness evaluation|human factors in nlp,model analysis & interpretability,
4584,Machine Translation,few-shot/zero-shot mt,data analysis,
4585,Dialogue and Interactive Systems,retrieval,"nlp engineering experiment|approaches for low-compute settings, efficiency",
4590,NLP Applications,financial/business nlp,model analysis & interpretability,
4593,Resources and Evaluation,metrics,model analysis & interpretability,
4598,Information Extraction,open information extraction,nlp engineering experiment|approaches for low-resource settings|publicly available software and pre-trained models,
4605,NLP Applications,"fact checking, rumour/misinformation detection",nlp engineering experiment|publicly available software and pre-trained models|data resources,
4613,"Syntax: Tagging, Chunking, and Parsing",grammar and knowledge-based approaches,nlp engineering experiment,
4614,Generation,efficient models,"approaches for low-compute settings, efficiency",
4619,Theme Track: Reality Check,(non-)reproducibility,data analysis|position papers|surveys,
4623,Large Language Models,pre-training,nlp engineering experiment,
4627,Summarization,extractive summarisation,nlp engineering experiment|approaches for low-resource settings,
4634,Summarization,evaluation,"model analysis & interpretability|approaches for low-compute settings, efficiency|approaches for low-resource settings|data resources|data analysis",
4635,Generation,text-to-text generation,publicly available software and pre-trained models,
4641,Large Language Models,pre-training,"nlp engineering experiment|approaches for low-compute settings, efficiency",
4660,Question Answering,multihop qa,nlp engineering experiment,
4662,NLP Applications,code generation and understanding,nlp engineering experiment,
4667,Information Extraction,named entity recognition and relation extraction|document-level extraction,nlp engineering experiment,
4669,Speech and Multimodality,multimodality,model analysis & interpretability,
4674,NLP Applications,financial/business nlp,model analysis & interpretability,
4675,Theme Track: Reality Check,evaluation,data resources,
4679,Speech and Multimodality,automatic speech recognition|speech technologies|multimodality,nlp engineering experiment|approaches for low-resource settings,
4680,Ethics and NLP,model bias/fairness evaluation|ethical considerations in nlp applications,nlp engineering experiment|model analysis & interpretability|data analysis,
4681,Question Answering,open-domain qa,nlp engineering experiment,
4682,Resources and Evaluation,corpus creation|multilingual corpora|nlp datasets|datasets for low resource languages,nlp engineering experiment|approaches for low-resource settings|data resources|data analysis,
4683,Machine Learning for NLP,generative models,nlp engineering experiment,
4687,Information Retrieval and Text Mining,contrastive learning,nlp engineering experiment|data resources,
4689,"Language Grounding to Vision, Robotics, and Beyond",cross-modal application|cross-modal information extraction,nlp engineering experiment|model analysis & interpretability|theory,
4690,Interpretability and Analysis of Models for NLP,explanation faithfulness|hardness of samples,nlp engineering experiment|model analysis & interpretability,
4691,Information Extraction,named entity recognition and relation extraction|event extraction,nlp engineering experiment|data resources,engilish|japanese
4694,Machine Learning for NLP,knowledge-augmented methods,nlp engineering experiment,
4704,Question Answering,multihop qa,nlp engineering experiment|model analysis & interpretability,
4706,Dialogue and Interactive Systems,task-oriented|dialogue state tracking,nlp engineering experiment,
4709,Machine Translation,multilingual mt,nlp engineering experiment,
4711,Machine Learning for NLP,transfer learning / domain adaptation,nlp engineering experiment|publicly available software and pre-trained models,
4715,Large Language Models,prompting,nlp engineering experiment,
4717,Information Retrieval and Text Mining,re-ranking,"nlp engineering experiment|approaches for low-compute settings, efficiency",
4718,NLP Applications,"fact checking, rumour/misinformation detection",nlp engineering experiment,
4721,Information Extraction,named entity recognition and relation extraction,approaches for low-resource settings,
4722,Question Answering,open-domain qa,model analysis & interpretability|data resources,
4724,"Phonology, Morphology, and Word Segmentation",morphological inflection,approaches for low-resource settings,
4725,Interpretability and Analysis of Models for NLP,adversarial attacks/examples/training,model analysis & interpretability,
4728,"Linguistic Theories, Cognitive Modeling, and Psycholinguistics",cognitive modeling|computational psycholinguistics,nlp engineering experiment|theory,
4729,Ethics and NLP,model bias/fairness evaluation,model analysis & interpretability,
4730,Dialogue and Interactive Systems,task-oriented,nlp engineering experiment,chinese
4733,"Sentiment Analysis, Stylistic Analysis, and Argument Mining",argument mining|stance detection|argument schemes and reasoning,nlp engineering experiment|data resources|data analysis,
4740,"Sentiment Analysis, Stylistic Analysis, and Argument Mining",applications,nlp engineering experiment,
4744,Discourse and Pragmatics,discourse relations,nlp engineering experiment|data resources,
4745,Summarization,extractive summarisation|abstractive summarisation|query-focused summarization|evaluation,nlp engineering experiment|data resources|data analysis,
4746,NLP Applications,"educational applications, gec, essay scoring",nlp engineering experiment|model analysis & interpretability|approaches for low-resource settings,
4752,Generation,model architectures,nlp engineering experiment|model analysis & interpretability|approaches for low-resource settings|data analysis|theory,
4763,Large Language Models,interpretability/analysis,model analysis & interpretability,
4766,Large Language Models,prompting,nlp engineering experiment,
4769,Machine Learning for NLP,self-supervised learning|contrastive learning|representation learning,nlp engineering experiment|publicly available software and pre-trained models,
4772,Discourse and Pragmatics,coreference resolution,nlp engineering experiment,
4776,Resources and Evaluation,evaluation methodologies|evaluation|metrics,nlp engineering experiment|data resources|data analysis,
4780,"Phonology, Morphology, and Word Segmentation",subword representations,nlp engineering experiment,norwegian|czech|chinese|turkish|arabic
4782,Machine Translation,speech translation,nlp engineering experiment,
4792,Large Language Models,continual learning|fine-tuning,model analysis & interpretability,
4803,Dialogue and Interactive Systems,evaluation and metrics,nlp engineering experiment|data resources,
4810,Resources and Evaluation,benchmarking,data resources,
4811,Interpretability and Analysis of Models for NLP,data shortcuts/artifacts|robustness,nlp engineering experiment|model analysis & interpretability,
4813,Discourse and Pragmatics,discourse parsing,nlp engineering experiment,
4814,"Language Grounding to Vision, Robotics, and Beyond",vision question answering,nlp engineering experiment|approaches for low-resource settings,
4820,"Language Grounding to Vision, Robotics, and Beyond",vision question answering,nlp engineering experiment|approaches for low-resource settings,
4821,Linguistic Diversity,indigenous languages,position papers,indigenous languages of the americas
4823,Generation,efficient models|data-to-text generation|text-to-text generation|inference methods,nlp engineering experiment|model analysis & interpretability,
4824,Information Extraction,event extraction|document-level extraction,nlp engineering experiment|reproduction study,
4825,Resources and Evaluation,corpus creation,data resources,
4826,Resources and Evaluation,corpus creation|benchmarking|language resources|automatic creation and evaluation of language resources|nlp datasets|datasets for low resource languages,approaches for low-resource settings|publicly available software and pre-trained models|data resources,hindi|bengali|assamese|gujarati|kannada|malayalam|marathi|tamil|telugu|punjabi|odia
4827,Question Answering,open-domain qa,nlp engineering experiment,
4835,Multilingualism and Cross-Lingual NLP,cross-lingual transfer,model analysis & interpretability|theory,
4838,Generation,automatic evaluation,nlp engineering experiment,
4839,Information Extraction,named entity recognition and relation extraction,nlp engineering experiment,
4841,Resources and Evaluation,benchmarking|evaluation,nlp engineering experiment|model analysis & interpretability|data analysis,
4844,Ethics and NLP,model bias/unfairness mitigation,nlp engineering experiment|model analysis & interpretability,
4850,Generation,text-to-text generation,nlp engineering experiment,
4858,"Semantics: Sentence-level Semantics, Textual Inference, and Other Areas",phrase/sentence embedding,"approaches for low-compute settings, efficiency|publicly available software and pre-trained models",
4865,Generation,data-to-text generation,nlp engineering experiment|approaches for low-resource settings,
4867,Interpretability and Analysis of Models for NLP,calibration/uncertainty,"nlp engineering experiment|model analysis & interpretability|approaches for low-compute settings, efficiency",
4870,Generation,text-to-text generation|inference methods|model architectures,nlp engineering experiment|model analysis & interpretability,
4871,Resources and Evaluation,automatic creation and evaluation of language resources,data resources,
4872,Large Language Models,prompting,nlp engineering experiment|model analysis & interpretability,
4877,Interpretability and Analysis of Models for NLP,data influence|hardness of samples,model analysis & interpretability,
4878,Interpretability and Analysis of Models for NLP,data influence|feature attribution|knowledge tracing/discovering/inducing,nlp engineering experiment|publicly available software and pre-trained models|data analysis,
4884,"Sentiment Analysis, Stylistic Analysis, and Argument Mining",applications,nlp engineering experiment,
4888,Information Retrieval and Text Mining,re-ranking,nlp engineering experiment,
4889,"Language Grounding to Vision, Robotics, and Beyond",cross-modal application|cross-modal information extraction,nlp engineering experiment|publicly available software and pre-trained models|data resources,
4891,Resources and Evaluation,corpus creation|benchmarking|nlp datasets,nlp engineering experiment|publicly available software and pre-trained models|data resources,
4899,"Semantics: Sentence-level Semantics, Textual Inference, and Other Areas",phrase/sentence embedding,"nlp engineering experiment|model analysis & interpretability|approaches for low-compute settings, efficiency|approaches for low-resource settings|publicly available software and pre-trained models",
4901,Information Retrieval and Text Mining,passage retrieval|dense retrieval|pre-training|contrastive learning,nlp engineering experiment|publicly available software and pre-trained models,
4904,Machine Translation,few-shot/zero-shot mt,nlp engineering experiment,
4907,NLP Applications,"educational applications, gec, essay scoring",data resources|data analysis,chinese
4908,Resources and Evaluation,evaluation,data analysis,
4914,Ethics and NLP,model bias/unfairness mitigation,nlp engineering experiment,
4915,Information Extraction,named entity recognition and relation extraction|zero/few-shot extraction,nlp engineering experiment|approaches for low-resource settings,
4916,Large Language Models,prompting|interpretability/analysis,model analysis & interpretability,
4921,Machine Learning for NLP,word embeddings|representation learning,nlp engineering experiment|model analysis & interpretability|theory,
4923,Computational Social Science and Cultural Analytics,human behavior analysis|hate-speech detection|quantiative analyses of news and/or social media,nlp engineering experiment|publicly available software and pre-trained models|data resources,
4936,Large Language Models,interpretability/analysis,nlp engineering experiment,
4937,Ethics and NLP,model bias/fairness evaluation,model analysis & interpretability,
4947,Information Retrieval and Text Mining,,nlp engineering experiment,
4950,Generation,data-to-text generation,nlp engineering experiment|model analysis & interpretability|approaches for low-resource settings,
4953,"Language Grounding to Vision, Robotics, and Beyond",cross-modal application,nlp engineering experiment,
4956,Machine Learning for NLP,transfer learning / domain adaptation,nlp engineering experiment|data resources,
4957,Dialogue and Interactive Systems,task-oriented,nlp engineering experiment,
4959,NLP Applications,"healthcare applications, clincial nlp",model analysis & interpretability,
4964,Multilingualism and Cross-Lingual NLP,cross-lingual transfer,approaches for low-resource settings,
4966,Machine Translation,speech translation,nlp engineering experiment,
4967,Question Answering,commonsense qa,nlp engineering experiment,
4968,Computational Social Science and Cultural Analytics,hate-speech detection,nlp engineering experiment|data resources,
4974,Generation,efficient models,nlp engineering experiment,
4975,Interpretability and Analysis of Models for NLP,data influence,nlp engineering experiment|model analysis & interpretability|data analysis,
4980,Information Extraction,named entity recognition and relation extraction,approaches for low-resource settings,
4985,Dialogue and Interactive Systems,spoken dialogue systems,nlp engineering experiment,
4993,Large Language Models,interpretability/analysis,model analysis & interpretability,
4998,Interpretability and Analysis of Models for NLP,probing,model analysis & interpretability,
5002,Large Language Models,fine-tuning,"nlp engineering experiment|approaches for low-compute settings, efficiency|approaches for low-resource settings",
5007,Summarization,multilingual summarisation,nlp engineering experiment|approaches for low-resource settings,
5014,Multilingualism and Cross-Lingual NLP,multilingualism,approaches for low-resource settings,bengali|hindi
5015,NLP Applications,"educational applications, gec, essay scoring",nlp engineering experiment,
5017,Information Extraction,event extraction,model analysis & interpretability,
5021,NLP Applications,financial/business nlp,nlp engineering experiment|approaches for low-resource settings,
5024,Computational Social Science and Cultural Analytics,language/cultural bias analysis,nlp engineering experiment,
5026,Information Extraction,document-level extraction,nlp engineering experiment,
5027,"Syntax: Tagging, Chunking, and Parsing",dependency parsing,nlp engineering experiment,
5031,"Sentiment Analysis, Stylistic Analysis, and Argument Mining",style analysis|style generation,data analysis,
5041,NLP Applications,code generation and understanding,model analysis & interpretability,
5043,Information Extraction,named entity recognition and relation extraction|open information extraction|zero/few-shot extraction,nlp engineering experiment,
5048,NLP Applications,"educational applications, gec, essay scoring",approaches for low-resource settings,
5049,Multilingualism and Cross-Lingual NLP,mutlilingual representations,nlp engineering experiment|approaches for low-resource settings,
5057,Question Answering,open-domain qa,nlp engineering experiment,
5058,Interpretability and Analysis of Models for NLP,robustness,nlp engineering experiment,
5059,Computational Social Science and Cultural Analytics,sociolinguistics,nlp engineering experiment,mandarin chinese
5065,Interpretability and Analysis of Models for NLP,calibration/uncertainty,nlp engineering experiment,
5071,Computational Social Science and Cultural Analytics,human behavior analysis,data resources|theory,
5079,Resources and Evaluation,nlp datasets,data resources,
5086,Interpretability and Analysis of Models for NLP,knowledge tracing/discovering/inducing,nlp engineering experiment|model analysis & interpretability|approaches for low-resource settings,
5090,Interpretability and Analysis of Models for NLP,robustness,position papers,
5095,Multilingualism and Cross-Lingual NLP,mutlilingual representations,nlp engineering experiment|model analysis & interpretability,
5097,Question Answering,reading comprehension|logical reasoning|generalization|reasoning,nlp engineering experiment|publicly available software and pre-trained models|data resources|data analysis,
5099,NLP Applications,multimodal applications,nlp engineering experiment,
5104,Generation,domain adaptation,nlp engineering experiment|approaches for low-resource settings,
5106,Machine Translation,domain adaptation,"approaches for low-compute settings, efficiency",
5109,Machine Learning for NLP,transfer learning / domain adaptation,approaches for low-resource settings,
5112,"Semantics: Sentence-level Semantics, Textual Inference, and Other Areas",,"approaches for low-compute settings, efficiency",
5113,Theme Track: Reality Check,evaluation,position papers,
5125,Resources and Evaluation,corpus creation,data resources,sign language
5126,Machine Learning for NLP,few-shot learning,approaches for low-resource settings,
5135,Large Language Models,pre-training,"nlp engineering experiment|approaches for low-compute settings, efficiency|publicly available software and pre-trained models",
5140,"Syntax: Tagging, Chunking, and Parsing",dependency parsing,theory,
5141,Large Language Models,continual learning,nlp engineering experiment,
5150,Question Answering,reading comprehension,data resources,
5151,Theme Track: Reality Check,lessons from other fields,position papers|surveys,
5157,"Language Grounding to Vision, Robotics, and Beyond",cross-modal information extraction,approaches for low-resource settings,
5159,Speech and Multimodality,multimodality,model analysis & interpretability,
5166,Generation,automatic evaluation,nlp engineering experiment,
5167,NLP Applications,"healthcare applications, clincial nlp",nlp engineering experiment,
5168,Information Extraction,,approaches for low-resource settings,
5170,Dialogue and Interactive Systems,spoken dialogue systems,nlp engineering experiment,
5171,"Sentiment Analysis, Stylistic Analysis, and Argument Mining",argument generation,approaches for low-resource settings|publicly available software and pre-trained models|data resources,
5176,"Syntax: Tagging, Chunking, and Parsing",semantic parsing,data resources,chinese
5178,Information Extraction,named entity recognition and relation extraction,nlp engineering experiment|model analysis & interpretability,
5183,Machine Translation,parallel decoding/non-autoregressive mt,nlp engineering experiment,
5186,Large Language Models,applications,"approaches for low-compute settings, efficiency",
5188,NLP Applications,financial/business nlp,data resources,
5193,Speech and Multimodality,multimodality,"nlp engineering experiment|approaches for low-compute settings, efficiency",
5204,Machine Translation,automatic evaluation|online adaptation for mt,nlp engineering experiment|approaches for low-resource settings,
5206,Generation,automatic evaluation,nlp engineering experiment|publicly available software and pre-trained models,
5213,Interpretability and Analysis of Models for NLP,adversarial attacks/examples/training,"approaches for low-compute settings, efficiency|approaches for low-resource settings",
5217,Question Answering,open-domain qa,nlp engineering experiment,
5227,Multilingualism and Cross-Lingual NLP,cross-lingual transfer,"nlp engineering experiment|approaches for low-compute settings, efficiency",
5229,NLP Applications,"healthcare applications, clincial nlp|knowledge graphs",nlp engineering experiment,chinese
5234,Dialogue and Interactive Systems,factuality|knowledge augmented|grounded dialog,nlp engineering experiment|reproduction study,
5238,Multilingualism and Cross-Lingual NLP,cross-lingual transfer,nlp engineering experiment|approaches for low-resource settings,
5241,"Sentiment Analysis, Stylistic Analysis, and Argument Mining",argument mining,nlp engineering experiment,
5243,Machine Learning for NLP,few-shot learning,approaches for low-resource settings,
5246,Dialogue and Interactive Systems,grounded dialog,publicly available software and pre-trained models,
5248,Generation,efficient models|text-to-text generation,"approaches for low-compute settings, efficiency",
5252,Question Answering,multimodal qa,model analysis & interpretability,
5254,Dialogue and Interactive Systems,applications,nlp engineering experiment|model analysis & interpretability,
5255,"Semantics: Sentence-level Semantics, Textual Inference, and Other Areas",reasoning,nlp engineering experiment,
5256,"Syntax: Tagging, Chunking, and Parsing",deep syntax parsing,nlp engineering experiment|theory,
5258,Machine Learning for NLP,representation learning,data analysis,
5261,Discourse and Pragmatics,discourse relations,model analysis & interpretability,
5266,Generation,text-to-text generation,nlp engineering experiment,
5267,Generation,inference methods,nlp engineering experiment,
5272,Resources and Evaluation,multilingual corpora,data resources,italian|french|german|polish|russian
5277,Speech and Multimodality,automatic speech recognition|spoken language translation,nlp engineering experiment,
5287,Resources and Evaluation,corpus creation|benchmarking|nlp datasets,nlp engineering experiment|publicly available software and pre-trained models|data resources|data analysis,
5289,Interpretability and Analysis of Models for NLP,probing,model analysis & interpretability,
5293,Dialogue and Interactive Systems,dialogue state tracking,nlp engineering experiment,
5297,Multilingualism and Cross-Lingual NLP,cross-lingual transfer,approaches for low-resource settings,
5312,Large Language Models,prompting|scaling|interpretability/analysis,nlp engineering experiment|model analysis & interpretability,
5316,Large Language Models,prompting,nlp engineering experiment,
5319,"Phonology, Morphology, and Word Segmentation",phonology,model analysis & interpretability,
5325,"Semantics: Sentence-level Semantics, Textual Inference, and Other Areas",textual entailment,nlp engineering experiment,
5335,"Language Grounding to Vision, Robotics, and Beyond",image text matching,model analysis & interpretability|data resources,
5344,NLP Applications,"educational applications, gec, essay scoring",nlp engineering experiment,
5345,Question Answering,open-domain qa,model analysis & interpretability,
5352,Dialogue and Interactive Systems,task-oriented|applications,nlp engineering experiment|data resources,
5354,Generation,analysis,model analysis & interpretability,
5357,Multilingualism and Cross-Lingual NLP,multilingualism,approaches for low-resource settings,hindi|marathi|bengali
5362,"Syntax: Tagging, Chunking, and Parsing","parsing algorighms (symbolic, theoritical results)",theory,
5374,Computational Social Science and Cultural Analytics,frame detection and analysis|nlp tools for social analysis,nlp engineering experiment,italian
5378,Interpretability and Analysis of Models for NLP,hierarchical & concept explanations,model analysis & interpretability,
5382,Interpretability and Analysis of Models for NLP,explanation faithfulness,model analysis & interpretability,
5383,Theme Track: Reality Check,(non-)generalizability,nlp engineering experiment,
5386,Interpretability and Analysis of Models for NLP,calibration/uncertainty,model analysis & interpretability,
5388,Machine Learning for NLP,representation learning,approaches for low-resource settings,
5397,Theme Track: Reality Check,(non-)generalizability,nlp engineering experiment|model analysis & interpretability,
5404,Speech and Multimodality,spoken language translation,nlp engineering experiment,
5425,NLP Applications,"healthcare applications, clincial nlp",data analysis,
5447,Resources and Evaluation,corpus creation|language resources,approaches for low-resource settings|data resources,
5453,Multilingualism and Cross-Lingual NLP,multilingualism|cross-lingual transfer|multilingual benchmarks|multilingual evaluation,model analysis & interpretability|publicly available software and pre-trained models|data resources|reproduction study,bengali|hindi|punjabi|tamil|gujarati|marathi
5464,Machine Learning for NLP,,nlp engineering experiment|approaches for low-resource settings|publicly available software and pre-trained models|data resources|data analysis,
5482,Question Answering,reading comprehension,nlp engineering experiment,
5486,NLP Applications,"fact checking, rumour/misinformation detection",surveys,
5489,Dialogue and Interactive Systems,conversational modeling,publicly available software and pre-trained models,
5508,Machine Learning for NLP,model compression methods,"approaches for low-compute settings, efficiency",
5561,Machine Learning for NLP,few-shot learning,"approaches for low-compute settings, efficiency",
5563,Computational Social Science and Cultural Analytics,nlp tools for social analysis,publicly available software and pre-trained models|data resources|data analysis,
5564,Question Answering,math qa,nlp engineering experiment,
5565,Generation,text-to-text generation,nlp engineering experiment,
5566,"Syntax: Tagging, Chunking, and Parsing","chunking, shallow-parsing",nlp engineering experiment,chinese
5567,Question Answering,commonsense qa,nlp engineering experiment,
5568,Information Extraction,named entity recognition and relation extraction,nlp engineering experiment,
5569,"Semantics: Sentence-level Semantics, Textual Inference, and Other Areas",phrase/sentence embedding,nlp engineering experiment,
5570,Machine Learning for NLP,model compression methods,"approaches for low-compute settings, efficiency",
5571,Information Extraction,named entity recognition and relation extraction,nlp engineering experiment,chinese
5572,Discourse and Pragmatics,coherence,nlp engineering experiment|model analysis & interpretability,
5573,"Sentiment Analysis, Stylistic Analysis, and Argument Mining",applications,nlp engineering experiment|model analysis & interpretability,
5574,Information Retrieval and Text Mining,contrastive learning,nlp engineering experiment,
5575,Machine Learning for NLP,representation learning,nlp engineering experiment,
5576,"Sentiment Analysis, Stylistic Analysis, and Argument Mining",argument generation,nlp engineering experiment|approaches for low-resource settings,
5577,Interpretability and Analysis of Models for NLP,probing,model analysis & interpretability,
5578,"Linguistic Theories, Cognitive Modeling, and Psycholinguistics",computational psycholinguistics,nlp engineering experiment,
5579,"Semantics: Sentence-level Semantics, Textual Inference, and Other Areas",phrase/sentence embedding,nlp engineering experiment|model analysis & interpretability,
5580,NLP Applications,mathematical nlp,nlp engineering experiment|publicly available software and pre-trained models,
5581,Summarization,abstractive summarisation|factuality,nlp engineering experiment,
5582,Large Language Models,interpretability/analysis,model analysis & interpretability|publicly available software and pre-trained models,
5583,Ethics and NLP,model bias/unfairness mitigation,model analysis & interpretability,
5585,Dialogue and Interactive Systems,task-oriented,nlp engineering experiment,
5587,Information Extraction,zero/few-shot extraction,approaches for low-resource settings,
5589,Information Extraction,named entity recognition and relation extraction,nlp engineering experiment,
5591,Question Answering,table qa,nlp engineering experiment,
5594,Information Extraction,named entity recognition and relation extraction,approaches for low-resource settings,
5596,Summarization,abstractive summarisation|multilingual summarisation,nlp engineering experiment|model analysis & interpretability|approaches for low-resource settings|publicly available software and pre-trained models,
5597,Machine Learning for NLP,generalization,nlp engineering experiment,
5599,Resources and Evaluation,corpus creation|benchmarking|nlp datasets|evaluation,model analysis & interpretability|data resources,
5600,Speech and Multimodality,spoken language translation,nlp engineering experiment|publicly available software and pre-trained models|data resources,
5601,Speech and Multimodality,spoken language translation,approaches for low-resource settings,
5603,Machine Learning for NLP,data augmentation,nlp engineering experiment|approaches for low-resource settings,
5605,Generation,domain adaptation,nlp engineering experiment,
5607,Multilingualism and Cross-Lingual NLP,multilingual pre-training,nlp engineering experiment,
5608,"Language Grounding to Vision, Robotics, and Beyond",cross-modal content generation,data analysis,
5609,Resources and Evaluation,evaluation,nlp engineering experiment,
5611,Machine Learning for NLP,multi-task learning|generalization|few-shot learning,nlp engineering experiment|approaches for low-resource settings,
5614,Generation,analysis|text-to-text generation,nlp engineering experiment|position papers,
5616,Large Language Models,applications,"nlp engineering experiment|approaches for low-compute settings, efficiency|approaches for low-resource settings",
5617,Interpretability and Analysis of Models for NLP,explanation faithfulness,nlp engineering experiment|model analysis & interpretability|theory,
5618,Machine Learning for NLP,parameter-efficient finetuning,"approaches for low-compute settings, efficiency|approaches for low-resource settings",
5619,Machine Learning for NLP,adversarial training,nlp engineering experiment,
5620,Resources and Evaluation,benchmarking,data resources,
5622,Dialogue and Interactive Systems,dialogue state tracking,nlp engineering experiment,
5623,Dialogue and Interactive Systems,evaluation and metrics|conversational modeling,nlp engineering experiment,
5624,Machine Learning for NLP,parameter-efficient finetuning,nlp engineering experiment,
5625,Machine Translation,automatic evaluation,"nlp engineering experiment|approaches for low-compute settings, efficiency|data resources",
5626,Ethics and NLP,ethical considerations in nlp applications,model analysis & interpretability,
5627,Interpretability and Analysis of Models for NLP,knowledge tracing/discovering/inducing,model analysis & interpretability,
5628,Interpretability and Analysis of Models for NLP,robustness,model analysis & interpretability,
5631,"Semantics: Sentence-level Semantics, Textual Inference, and Other Areas",natural language inference,model analysis & interpretability|data resources,
5632,Resources and Evaluation,language resources|nlp datasets|evaluation,data resources,french
5633,NLP Applications,"healthcare applications, clincial nlp",nlp engineering experiment|approaches for low-resource settings,
5634,Interpretability and Analysis of Models for NLP,adversarial attacks/examples/training,nlp engineering experiment,
5635,Information Retrieval and Text Mining,passage retrieval|dense retrieval|contrastive learning,nlp engineering experiment,
5637,NLP Applications,"hate speech detection|healthcare applications, clincial nlp",nlp engineering experiment|model analysis & interpretability|data resources,
5638,Resources and Evaluation,evaluation methodologies,reproduction study|surveys,
5639,Dialogue and Interactive Systems,evaluation and metrics,publicly available software and pre-trained models,
5640,"Semantics: Sentence-level Semantics, Textual Inference, and Other Areas",reasoning,approaches for low-resource settings|data resources|position papers,
5642,Machine Learning for NLP,few-shot learning|human-in-the-loop / active learning,nlp engineering experiment,
5643,Question Answering,reading comprehension,nlp engineering experiment|model analysis & interpretability|data resources,
5644,Resources and Evaluation,reproducibility,position papers,
5646,"Linguistic Theories, Cognitive Modeling, and Psycholinguistics",linguistic theories,nlp engineering experiment,
5647,NLP Applications,"educational applications, gec, essay scoring",nlp engineering experiment,
5648,Resources and Evaluation,corpus creation|language resources|nlp datasets|datasets for low resource languages,publicly available software and pre-trained models|data analysis,
5649,Dialogue and Interactive Systems,grounded dialog,"approaches for low-compute settings, efficiency",
5650,Summarization,conversational summarization,data resources,
5651,Resources and Evaluation,,data resources,german
5652,NLP Applications,code generation and understanding,nlp engineering experiment,
5653,Interpretability and Analysis of Models for NLP,robustness,model analysis & interpretability,
5654,Ethics and NLP,data ethics,nlp engineering experiment,
5655,Machine Translation,modelling,nlp engineering experiment,
5657,Machine Learning for NLP,few-shot learning|meta learning,nlp engineering experiment|model analysis & interpretability|approaches for low-resource settings,
5658,"Linguistic Theories, Cognitive Modeling, and Psycholinguistics",cognitive modeling,nlp engineering experiment,
5660,Interpretability and Analysis of Models for NLP,explanation faithfulness|hardness of samples,model analysis & interpretability,
5661,Resources and Evaluation,nlp datasets,data resources,
5662,Question Answering,reading comprehension,nlp engineering experiment,
5666,Interpretability and Analysis of Models for NLP,probing,model analysis & interpretability,
5667,Interpretability and Analysis of Models for NLP,adversarial attacks/examples/training,model analysis & interpretability,
5668,Speech and Multimodality,automatic speech recognition|spoken language understanding|qa via spoken queries,"nlp engineering experiment|approaches for low-compute settings, efficiency|approaches for low-resource settings",
5669,Information Extraction,event extraction|document-level extraction,nlp engineering experiment,
5670,Semantics: Lexical,,model analysis & interpretability,
5673,Computational Social Science and Cultural Analytics,nlp tools for social analysis,approaches for low-resource settings,french|dutch
5676,Large Language Models,scaling,"approaches for low-compute settings, efficiency|publicly available software and pre-trained models",
5677,NLP Applications,legal nlp,nlp engineering experiment,
5679,Resources and Evaluation,automatic creation and evaluation of language resources|nlp datasets,nlp engineering experiment|model analysis & interpretability|publicly available software and pre-trained models|data resources|data analysis,
5680,Generation,text-to-text generation,approaches for low-resource settings,
5682,"Linguistic Theories, Cognitive Modeling, and Psycholinguistics",linguistic theories|cognitive modeling|computational psycholinguistics,model analysis & interpretability|publicly available software and pre-trained models|data analysis|reproduction study,chinese
5683,Question Answering,knowledge base qa,data resources,
5684,Semantics: Lexical,polysemy|paraphrasing|metaphor|cognition,nlp engineering experiment|approaches for low-resource settings|data resources,
5685,Large Language Models,prompting|applications,nlp engineering experiment|approaches for low-resource settings,
5686,Multilingualism and Cross-Lingual NLP,multilingualism|cross-lingual transfer|mutlilingual representations,model analysis & interpretability,
5687,Interpretability and Analysis of Models for NLP,topic modeling,"nlp engineering experiment|approaches for low-compute settings, efficiency|approaches for low-resource settings|theory",
5688,Machine Learning for NLP,representation learning,model analysis & interpretability,
5691,Question Answering,generalization,surveys,
5692,Information Retrieval and Text Mining,dense retrieval,nlp engineering experiment,
5693,Large Language Models,pre-training|interpretability/analysis|continual learning|applications,nlp engineering experiment|model analysis & interpretability|publicly available software and pre-trained models,
5694,Information Extraction,named entity recognition and relation extraction|document-level extraction|zero/few-shot extraction,nlp engineering experiment,
5698,"Linguistic Theories, Cognitive Modeling, and Psycholinguistics",linguistic theories,nlp engineering experiment|model analysis & interpretability,
5699,Computational Social Science and Cultural Analytics,language/cultural bias analysis,model analysis & interpretability,
5701,Machine Learning for NLP,data augmentation,nlp engineering experiment|approaches for low-resource settings,
5703,Dialogue and Interactive Systems,conversational modeling,nlp engineering experiment,
5704,Question Answering,commonsense qa|semantic parsing|generalization,"nlp engineering experiment|approaches for low-compute settings, efficiency|data resources",chinese
5706,Machine Learning for NLP,meta learning,"nlp engineering experiment|approaches for low-compute settings, efficiency|approaches for low-resource settings",
